0.03    260137880
0.022   260137882
0.026   260137883
0.024   106506967
0.033   49978199
0.096   49978198
0.082   25845490
0.034   260137881
0.086   25845496
0.037   89386297
0.069   25845499
0.027   49978196
0.238   106506968
0.068   48359469
0.038   48359495
0.035   48359494
0.220   48359496
0.260   33059112
0.290   87065968
0.062   89386346
0.040   49978200
0.214   89386322
0.032   48359497
0.020   4857517
0.340   49978197
