0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
0.      0.      0.      0.      0.036   0.      0.      0.066   0.14    0.335   0.399   0.024   0.      0.
