Type,SSC_NAME,Subsegment,TEC_NAME,Pollutant,Load,Slope,R2,a,b,c,d,e,f,g,Vmin,Vmax,Function_ID,Speed,Function,Calc_func,100
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,PM,0,2%,0.9740959946,-0.4688290624,0.6538074342,-0.0035958627,0,0,0,0,12,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.03429,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,FC,0,2%,0.9856333761,2430.6646204718,1.0095142232,-0.6211158828,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),345.02245,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,FC,0,2%,0.9874317722,2485.9318555301,1.0096724558,-0.6406326277,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),327.87639,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,CO,50,2%,0.9925712566,8528.8892775233,-4.0811551687,9.4070139693,-0.4795229452,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),1.11137,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,CO,50,2%,0.9615656336,-2.29079279401339E-005,0.0037911089,-0.2275904852,8.1590382936,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),2.05457,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,NOx,50,2%,0.9815241889,-2.71259491117798E-005,0.0045176517,-0.2676156873,11.5271090693,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),4.67109,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,NOx,50,2%,0.9971888848,2823.5098858983,1.0285957748,-2.1254650622,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),2.46676,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,HC,50,2%,0.9914347669,0.1341281089,-0.136868945,2.3458388219,-1.2544836207,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.08168,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,HC,50,2%,0.9915983745,3.9435196587,0.6455076062,-0.0049089997,0,0,0,0,12,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.04320,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,PM,50,2%,0.9835255387,-4.44368248381188E-007,7.47366180920641E-005,-0.00452263,0.1655520211,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.04671,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,PM,50,2%,0.9748817521,-9.73224543273736E-007,0.000175844,-0.0107660705,0.2762664205,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.03190,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,FC,50,2%,0.9660791125,2054.8391479147,1.0053277903,-0.4059920213,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),531.92213,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,FC,50,2%,0.96435075,2124.4617557147,1.0060480814,-0.4345448019,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),515.03183,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,CO,100,2%,0.9898451241,2.0261791195,2.1362430918,-0.3914984672,0,0,0,0,12,81,13,81,rxp((a+(b/x))+(c*ln(x))),1.39394,81
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,CO,100,2%,0.9684664884,23.4227746057,0.9976881291,-0.4686356504,0,0,0,0,12,80,0,80,((a*(b^x))*(x^c)),2.49670,80
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,NOx,100,2%,0.9821820698,21.4512233127,0.9993805891,-0.2613158685,0,0,0,0,12,81,0,81,((a*(b^x))*(x^c)),6.47051,81
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,NOx,100,2%,0.996960053,2.9676105017,0.00829697,3671.1332308095,-2.2936493252,0,0,0,12,80,1,80,((a*(x^b))+(c*(x^d))),3.23590,80
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,HC,100,2%,0.9902664044,8.0773356065,-2.2362113902,0.493200382,-0.3840149611,0,0,0,12,81,1,81,((a*(x^b))+(c*(x^d))),0.09167,81
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,HC,100,2%,0.9788990057,0.0027532385,0.536875357,0.5492157435,-0.7095901192,0,0,0,12,80,1,80,((a*(x^b))+(c*(x^d))),0.05345,80
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,PM,100,2%,0.9807512499,0.3753515774,0.996712127,-0.3751274465,0,0,0,0,12,81,0,81,((a*(b^x))*(x^c)),0.05529,81
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,PM,100,2%,0.9809171212,-9.90392762571878E-007,0.0001795998,-0.0114557571,0.3075260309,0,0,0,12,80,14,80,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.03342,80
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,FC,100,2%,0.9548502809,2060.6907757189,1.0025941104,-0.2949657154,0,0,0,0,12,81,0,81,((a*(b^x))*(x^c)),695.36408,81
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,FC,100,2%,0.9473618602,-0.0017839753,0.3423462218,-22.5481695022,1205.777982215,0,0,0,12,80,14,80,(((a*(x^3))+(b*(x^2))+(c*x))+d),679.54487,80
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,CO,0,4%,0.9917697287,381.1053077234,-2.4721294253,6.385906814,-0.3830703397,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),1.16553,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,CO,0,4%,0.819597966,2.0391956023,1.6777534869,-0.1940022095,0,0,0,0,12,86,13,86,rxp((a+(b/x))+(c*ln(x))),3.30208,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,NOx,0,4%,0.9595850596,-0.00003088,0.0048785918,-0.2587503261,10.6435037231,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),4.83166,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,NOx,0,4%,0.9991383646,2.4892678009,28.1875332094,6.1859767698,1.8308000571,0.0861909227,0,0,12,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),2.49164,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,HC,0,4%,0.9857345582,0.0406921035,0.1474014489,3.0183689689,-1.245785265,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.09021,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,HC,0,4%,0.9964092327,0.8466550327,1.0140822336,-0.9639344296,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.03848,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,PM,0,4%,0.9639922959,-4.59202800067066E-007,7.20429183022174E-005,-0.0038956586,0.147241047,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.05297,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,PM,0,4%,0.9794642326,-1.08420887483582E-006,0.0001862759,-0.0107583355,0.2611221829,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.02398,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,FC,0,4%,0.9834540685,2060.0131516082,1.008321137,-0.4641366572,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),531.49756,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,FC,0,4%,0.984565721,2135.1854556339,1.0088008237,-0.4917261337,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),507.52680,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,CO,50,4%,0.9863046613,-2.20816463768118E-005,0.0033201101,-0.1784155746,5.2997382191,0,0,0,12,74,14,74,(((a*(x^3))+(b*(x^2))+(c*x))+d),1.32990,74
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,CO,50,4%,0.9629513494,16.2254321299,0.9901287656,-0.2576326285,0,0,0,0,12,74,0,74,((a*(b^x))*(x^c)),2.56924,74
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,NOx,50,4%,0.9828743502,2.7299325857,1.6073470822,-0.1584642509,0,0,0,0,12,74,13,74,rxp((a+(b/x))+(c*ln(x))),7.92176,74
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,NOx,50,4%,0.9967111896,1.5059604778,0.222405639,3197.0238419246,-2.24685961,0,0,0,12,74,1,74,((a*(x^b))+(c*(x^d))),4.12407,74
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,HC,50,4%,0.9810247114,-1.11940831211918E-006,0.0001710565,-0.009788036,0.3237638709,0,0,0,12,74,14,74,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.08254,74
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,HC,50,4%,0.9883413367,0.5339483733,1.0125677701,-0.7042939773,0,0,0,0,12,74,0,74,((a*(b^x))*(x^c)),0.06492,74
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,PM,50,4%,0.9742260596,0.2360820692,0.9882370831,-0.1282955044,0,0,0,0,12,74,0,74,((a*(b^x))*(x^c)),0.05662,74
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,PM,50,4%,0.9879180924,0.6925519802,0.9847255205,-0.4378215463,0,0,0,0,12,74,0,74,((a*(b^x))*(x^c)),0.03368,74
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,FC,50,4%,0.9752773262,6.8189415894,2.7390093219,-0.0334201307,0,0,0,0,12,74,13,74,rxp((a+(b/x))+(c*ln(x))),822.30618,74
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,FC,50,4%,0.9646213255,1922.1486544917,1.0045857376,-0.2769023783,0,0,0,0,12,74,0,74,((a*(b^x))*(x^c)),818.89998,74
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,CO,100,4%,0.9930776611,-4.09666962912595E-005,0.00492833,-0.2111366723,6.0089573425,0,0,0,12,55,14,55,(((a*(x^3))+(b*(x^2))+(c*x))+d),2.48880,55
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,CO,100,4%,0.9788126869,46.1852949297,1.003902404,-0.6924233733,0,0,0,0,12,53,0,53,((a*(b^x))*(x^c)),3.63265,53
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,NOx,100,4%,0.9893643182,-5.85324586367176E-005,0.0075036966,-0.3795142968,18.4725576407,0,0,0,12,55,14,55,(((a*(x^3))+(b*(x^2))+(c*x))+d),10.55962,55
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,NOx,100,4%,0.9934012321,562.6362339696,1.0504670629,-1.7804840015,0,0,0,0,12,53,0,53,((a*(b^x))*(x^c)),6.50806,53
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,HC,100,4%,0.9926323035,-0.000003118,0.0003626502,-0.0152624056,0.3905603857,0,0,0,12,55,14,55,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.12939,55
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,HC,100,4%,0.988183508,-1.24435661524477E-006,0.0001495791,-0.0065760889,0.1887862134,0,0,0,12,53,14,53,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.07517,53
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,PM,100,4%,0.9826256871,-1.49360767780922E-006,0.0001916791,-0.0093155577,0.2558776403,0,0,0,12,55,14,55,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.07485,55
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,PM,100,4%,0.9901185875,-1.46647876548056E-006,0.000222603,-0.0136976598,0.3524900356,0,0,0,12,53,14,53,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.03348,53
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,FC,100,4%,0.9705814876,-0.0050597887,0.6181699869,-28.293034218,1651.7683708336,0,0,0,12,55,14,55,(((a*(x^3))+(b*(x^2))+(c*x))+d),"1,123.79336",55
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,FC,100,4%,0.9647270319,-0.0057243773,0.6772957011,-29.8216727609,1623.5662376659,0,0,0,12,53,14,53,(((a*(x^3))+(b*(x^2))+(c*x))+d),"1,093.31308",53
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,CO,0,6%,0.9934977565,8.2119821267,-0.4016684004,1729.8440654746,-3.2719793685,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),1.37302,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,CO,0,6%,0.9606661646,-12.7231066477,21.6451030379,2.8087669867,0.2676307815,0.0097348969,0,0,12,85,10,85,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),2.17581,85
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,NOx,0,6%,0.9737861252,15.8457837313,0.9990388769,-0.1832051896,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),6.45044,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,NOx,0,6%,0.9969865394,6380.5856451423,1.0479875562,-2.5576857586,0,0,0,0,12,85,0,85,((a*(b^x))*(x^c)),3.98368,85
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,HC,0,6%,0.9802519693,-1.08047415166729E-006,0.0001747284,-0.0096747943,0.3003726642,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.07339,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,HC,0,6%,0.9861803356,1.0825849192,-1.0616305725,0.0084667587,0.3622755661,0,0,0,12,85,1,85,((a*(x^b))+(c*(x^d))),0.05202,85
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,PM,0,6%,0.9816052227,-2.69066129585182E-007,4.06579378588481E-005,-0.0028088994,0.1585668794,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.04657,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,PM,0,6%,0.986312097,0.7577872165,0.9913990505,-0.5516257393,0,0,0,0,12,85,0,85,((a*(b^x))*(x^c)),0.03136,85
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,FC,0,6%,0.984585476,3878.8982684344,-0.8827650447,285.4239000771,0.1735320762,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),694.31657,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,FC,0,6%,0.9806021324,175.6431480823,0.2666218388,3811.7233163277,-0.812698597,0,0,0,12,85,1,85,((a*(x^b))+(c*(x^d))),677.24993,85
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,CO,50,6%,0.9915881902,5.8346654502,-0.2080335179,148.8094600497,-2.2151262996,0,0,0,12,56,1,56,((a*(x^b))+(c*(x^d))),2.54538,56
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,CO,50,6%,0.9765851246,1.7879043197,40.8841520069,-0.002743077,0.5418055868,0.0179328897,0,0,12,54,10,54,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),3.49651,54
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,NOx,50,6%,0.9886050205,-5.32691694050786E-005,0.0071498951,-0.3642486863,17.9486345445,0,0,0,12,56,14,56,(((a*(x^3))+(b*(x^2))+(c*x))+d),10.61786,56
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,NOx,50,6%,0.9965046712,616.513422701,1.0514359796,-1.8182874399,0,0,0,0,12,54,0,54,((a*(b^x))*(x^c)),6.54977,54
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,HC,50,6%,0.9876460724,-2.74714003457141E-006,0.0003296457,-0.0146685846,0.392149054,0,0,0,12,56,14,56,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.12204,56
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,HC,50,6%,0.9909461801,-7063.4965124676,1127.9247132468,4.2342844291,0,0,0,0,12,54,2,54,((a+(b*x))^((-1)/c)),0.07632,54
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,PM,50,6%,0.9802967379,0.3606050894,0.9886904221,-0.2395052721,0,0,0,0,12,56,0,56,((a*(b^x))*(x^c)),0.07273,56
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,PM,50,6%,0.9894566701,-1.34967693581982E-006,0.0002039336,-0.0127234917,0.3351139276,0,0,0,12,54,14,54,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.03019,54
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,FC,50,6%,0.984488455,-0.0053866217,0.6667630705,-28.9259351735,1598.5059303651,0,0,0,12,56,14,56,(((a*(x^3))+(b*(x^2))+(c*x))+d),"1,123.64559",56
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,FC,50,6%,0.9768352047,-0.0059239905,0.7134113512,-29.9272315057,1560.8581586261,0,0,0,12,54,14,54,(((a*(x^3))+(b*(x^2))+(c*x))+d),"1,092.27992",54
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,CO,100,6%,0.9896424281,-0.0001089254,0.0096529883,-0.3141109929,7.5893654155,0,0,0,12,41,14,41,(((a*(x^3))+(b*(x^2))+(c*x))+d),3.43024,41
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,CO,100,6%,0.9900594356,3.2069942327,44.8518175239,0.0604605409,0.5512816267,0.0379477796,0,0,12,40,10,40,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),4.53316,40
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,NOx,100,6%,0.9890150134,-0.0001405926,0.0144060793,-0.585768906,24.3565206528,0,0,0,12,41,14,41,(((a*(x^3))+(b*(x^2))+(c*x))+d),14.86683,41
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,NOx,100,6%,0.7941219985,0.0127291515,-0.7126962152,17.7523711437,0,0,0,0,12,40,15,40,(((a*(x^2))+(b*x))+c),9.61116,40
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,HC,100,6%,0.9906668178,-4.40970191862888E-006,0.00041472,-0.0160753907,0.4283664643,0,0,0,12,41,14,41,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.16250,41
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,HC,100,6%,0.9920457034,-3.52391689431536E-006,0.000323601,-0.0108976975,0.2471545649,0,0,0,12,40,14,40,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.10348,40
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,PM,100,6%,0.987400351,-3.02269073321609E-006,0.0003284611,-0.0138742457,0.3211952214,0,0,0,12,41,14,41,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.09617,41
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,PM,100,6%,0.9893167945,-5.17577657560824E-006,0.0005505612,-0.0243900957,0.4617330509,0,0,0,12,40,14,40,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.03578,40
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V EGR,HD Euro V - 2008 Standards,FC,100,6%,0.9773459345,-0.0161889699,1.4145652801,-45.9086298263,2185.3233981009,0,0,0,12,41,14,41,(((a*(x^3))+(b*(x^2))+(c*x))+d),"1,565.19382",41
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-V SCR,HD Euro V - 2008 Standards,FC,100,6%,0.9735402557,-0.0183106479,1.5547419709,-48.7576426812,2150.2308818944,0,0,0,12,40,14,40,(((a*(x^3))+(b*(x^2))+(c*x))+d),"1,515.63086",40
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,CO,0,0%,0.9977620588,48.1417543544,-1.319293517,1.8429872706,-0.2894671334,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.64264,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,NOx,0,0%,0.9955589453,-0.4256116017,49.6786652161,0.1273252542,1.0196050984,-0.0001985746,0,0,12,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),0.17854,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,HC,0,0%,0.9977023643,-0.0706059375,1.1152825619,-0.0053771432,0,0,0,0,12,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.01783,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,PM,0,0%,0.9868543149,28.058059923,8.253117053,-0.047655562,0,0,0,0,12,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.00259,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,FC,0,0%,0.9842874491,3047.4054593719,1.0080375801,-0.8039695637,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),168.90813,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,CO,50,0%,0.9978162318,3.212209993,-0.3847342102,37.5207836183,-1.2887608127,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.69936,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,NOx,50,0%,0.992182936,-0.079852161,0.0133173769,1.3670153103,0,0,0,0,12,86,6,86,(1/(a+(b*(x^c)))),0.17260,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,HC,50,0%,0.9945010351,0.6907653862,-0.8909035758,0.0049701607,0.0435262368,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.01909,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,PM,50,0%,0.9851314144,44.7531944115,5.105873595,-0.0228288498,0,0,0,0,12,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.00317,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,FC,50,0%,0.9661034718,2192.3909861221,1.001535678,-0.5531156056,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),212.92628,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,CO,100,0%,0.9969490578,12.6943717083,-0.6375339427,1316.0540220538,-3.4578046087,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.74210,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,NOx,100,0%,0.9889475147,-0.2640845851,23.3284765451,-0.3266420956,0,0,0,0,12,86,13,86,rxp((a+(b/x))+(c*ln(x))),0.23509,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,HC,100,0%,0.9888493978,0.502331538,1.0005243697,-0.7175565393,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.02150,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,PM,100,0%,0.9890885259,40.8242814624,4.2759340641,-0.0158852085,0,0,0,0,12,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.00344,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,FC,100,0%,0.9530466132,-0.0017234828,0.3365425,-23.9603971162,910.5425630527,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),242.78514,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,CO,0,-6%,0.9923854948,12.8630418234,0.9527222248,-0.6281370647,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.01217,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,NOx,0,-6%,0.987315858,14.8009922342,0.9528993131,-0.5342294529,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.02162,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,HC,0,-6%,0.9933371734,2.941723611,-11.881396989,-1.987091543,0,0,0,0,12,86,13,86,rxp((a+(b/x))+(c*ln(x))),0.00236,86
HDV,Articulated 34 - 40 t,TT/AT >34-40t Euro-VI,HD Euro VI,PM,0,-6%,0.9936340887,0.0521315167,0.9925454444,-0.8921764611,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.00051,86
