Type,SSC_NAME,Subsegment,TEC_NAME,Pollutant,Load,Slope,R2,a,b,c,d,e,f,g,Vmin,Vmax,Function_ID,Speed,Function,Calc_func,100
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,NOx,100,-2%,0.9744252316,-6.62553095658783E-005,0.0120978885,-0.7790263271,19.9379199832,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.27555,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,HC,100,-2%,0.9902050231,1.1343060394,0.9879849026,-0.8279608098,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.01004,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,HC,100,-2%,0.9914739943,0.4712072329,0.9878755276,-0.7910315651,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.00487,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,PM,100,-2%,0.9778322685,0.2977657281,0.9852337576,-0.5222143255,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.00809,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,PM,100,-2%,0.9751969663,0.3454160951,0.9389028647,-0.1584911516,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.00075,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,FC,100,-2%,0.9585598115,-0.0017713032,0.3232141503,-21.1017322145,558.7580922477,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),7.85293,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,FC,100,-2%,0.9605083428,-0.0017517749,0.3195145207,-20.7967604167,546.9264559819,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),7.30751,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,CO,0,2%,0.9983354639,25.3040098494,1.0103876513,-0.9599485652,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.85534,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,CO,0,2%,0.9749280303,0.4638183591,0.3221740067,60.2286413555,-1.185780908,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),2.25415,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,NOx,0,2%,0.9860804416,3.5387365705,24.5951488655,0.1313555037,0.6496530894,0.0642806063,0,0,12,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),3.54491,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,NOx,0,2%,0.9971343579,1.0662357203,38.4394789606,0.8185107802,0.1674131586,0.0651407564,0,0,12,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),1.21819,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,HC,0,2%,0.9955836453,2.3197881095,1.0160746878,-1.1566739048,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.05290,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,HC,0,2%,0.9989130318,0.7345134788,1.0085555629,-0.9589968374,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.02133,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,PM,0,2%,0.9831866297,0.5405183863,1.0142707972,-0.8206633627,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.04726,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,PM,0,2%,0.9757317582,-1.2018529239,0.8150681517,-0.0047226244,0,0,0,0,12,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.02944,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,FC,0,2%,0.9876909375,2471.0118865657,1.011311568,-0.6873368753,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),304.32005,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,FC,0,2%,0.9893618389,2537.0579410233,1.0114595323,-0.7074809229,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),289.25551,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,CO,50,2%,0.9972676926,42.1640044447,-1.3129210064,1.6325926989,-0.1410186644,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.99277,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,CO,50,2%,0.9442278599,4.2322468279,-0.1068376885,93.8431834912,-1.6392571288,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),2.69290,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,NOx,50,2%,0.9791873173,-2.39829308350091E-005,0.0041388678,-0.2394333929,9.3639166318,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),4.12922,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,NOx,50,2%,0.9984415038,1.9449983094,24.1663838367,6.7695615394,2.2020697533,0.0457464947,0,0,12,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),1.96761,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,HC,50,2%,0.9916512222,1.4387560435,1.013935318,-0.9330323987,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.07412,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,HC,50,2%,0.9962190449,0.6582034635,1.0108344706,-0.9078588852,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.02915,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,PM,50,2%,0.9803398256,0.0712099956,-0.0833110011,0.8003890286,-1.1908055361,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.05311,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,PM,50,2%,0.96753944,0.5087992508,0.575250207,-0.0032757565,0,0,0,0,12,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.03883,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,FC,50,2%,0.9744511583,2083.3966769983,1.0080690802,-0.517917083,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),414.02586,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,FC,50,2%,0.9757978788,2136.7705643656,1.0083985744,-0.5404944267,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),394.95120,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,CO,100,2%,0.9948437392,1.5334153225,4.5232693325,-0.3398972786,0,0,0,0,12,86,13,86,rxp((a+(b/x))+(c*ln(x))),1.07465,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,CO,100,2%,0.9671436384,-2.02187764208269E-005,0.0033686717,-0.2073864813,7.5842537976,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),1.80344,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,NOx,100,2%,0.9813900955,-2.3283506204616E-005,0.0039426716,-0.2393557298,10.6950385236,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),4.46083,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,NOx,100,2%,0.998409322,2.3874820604,300.304944993,0.7129064479,1.1184270942,0.071626632,0,0,12,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),2.39636,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,HC,100,2%,0.9921354855,0.1194473327,-0.125461631,2.0014134226,-1.23292153,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.07655,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,HC,100,2%,0.9912528072,0.6021703097,1.0124137332,-0.8510495014,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.03928,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,PM,100,2%,0.9805875726,-3.76143229597181E-007,6.46282745890625E-005,-0.0040405958,0.1523014297,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.04355,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,PM,100,2%,0.9736390169,-8.68916234256698E-007,0.0001568953,-0.0096527534,0.2502960258,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.02788,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,FC,100,2%,0.9633980789,1958.854830571,1.0056727307,-0.4088336615,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),515.68933,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,FC,100,2%,0.9617737066,2029.9689661724,1.0064478168,-0.4385531449,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),500.21598,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,CO,0,4%,0.9973539604,61.2555064688,-1.4716656151,1.9964972821,-0.1617118685,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),1.05863,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,CO,0,4%,0.8475707228,3.4426944639,-0.0190436266,302.7536608822,-2.1185529299,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),3.18685,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,NOx,0,4%,0.9624665383,5.7991447669,-0.0391859975,161.8576542593,-1.7812792461,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),4.92831,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,NOx,0,4%,0.9988609026,2.1162271666,24.4070302286,4.8186312087,1.1217876101,0.1096501896,0,0,12,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),2.11787,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,HC,0,4%,0.9877751101,1.6392028983,1.0172704225,-0.9958186281,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.08467,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,HC,0,4%,0.9975116175,0.8162569339,1.0138971367,-0.9965170533,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.03159,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,PM,0,4%,0.9659596008,0.1074246976,-0.1341898102,11.9620456404,-2.5839764913,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.05921,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,PM,0,4%,0.9737562611,1.482704534,1.0084615187,-0.9913563203,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.03698,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,FC,0,4%,0.9850694848,2057.9288159326,1.0098893936,-0.5290724209,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),454.45231,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,FC,0,4%,0.9866896865,2132.8865162916,1.0102531837,-0.555256782,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),432.33854,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,CO,50,4%,0.994190441,1087.9697006511,-3.0591662138,6.7466116036,-0.3803264422,0,0,0,12,85,1,85,((a*(x^b))+(c*(x^d))),1.24667,85
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,CO,50,4%,0.9651120273,-1.07647449364663E-005,0.0017621614,-0.1377291396,7.385839506,0,0,0,12,85,14,85,(((a*(x^3))+(b*(x^2))+(c*x))+d),1.79958,85
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,NOx,50,4%,0.9785456727,2.6700993706,0.5909082867,-0.2039935364,0,0,0,0,12,85,13,85,rxp((a+(b/x))+(c*ln(x))),5.87543,85
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,NOx,50,4%,0.9979532821,2.9773895596,289.5322198064,0.7414528192,0.9506942204,0.1139639253,0,0,12,85,10,85,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),2.97794,85
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,HC,50,4%,0.9846511725,-212.685094909,34.6292522451,3.2161615604,0,0,0,0,12,85,2,85,((a+(b*x))^((-1)/c)),0.08542,85
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,HC,50,4%,0.9850300261,0.0026217837,0.5772463115,0.7181613635,-0.8943246276,0,0,0,12,85,1,85,((a*(x^b))+(c*(x^d))),0.04758,85
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,PM,50,4%,0.9809237778,-2.61255639808173E-007,4.23741443728672E-005,-0.0029563801,0.1487981771,0,0,0,12,85,14,85,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.04322,85
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,PM,50,4%,0.9826927546,0.7932618496,0.993901177,-0.613525353,0,0,0,0,12,85,0,85,((a*(b^x))*(x^c)),0.03089,85
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,FC,50,4%,0.9751849421,1772.9283135199,1.0059867224,-0.3442587226,0,0,0,0,12,85,0,85,((a*(b^x))*(x^c)),637.98875,85
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,FC,50,4%,0.9719780313,1884.598720866,1.0072297171,-0.3862297012,0,0,0,0,12,85,0,85,((a*(b^x))*(x^c)),625.09367,85
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,CO,100,4%,0.9947068602,-2.66882689189465E-005,0.0037457553,-0.1834996232,5.0221460689,0,0,0,12,72,14,72,(((a*(x^3))+(b*(x^2))+(c*x))+d),1.26683,72
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,CO,100,4%,0.9651447688,-4.9721638193,33.6154328306,0.1833209139,0.2964372045,0.0032013391,0,0,12,72,10,72,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),2.14293,72
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,NOx,100,4%,0.9837067572,7.1299288443,34.2922937646,-0.5932843837,0.484843365,0.0225236362,0,0,12,72,10,72,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),7.59424,72
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,NOx,100,4%,0.993406979,1.7963853363,0.1809969,3739.8401002822,-2.3857407957,0,0,0,12,72,1,72,((a*(x^b))+(c*(x^d))),4.03416,72
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,HC,100,4%,0.9858746485,-1.19185860344221E-006,0.0001733712,-0.0094394669,0.300110753,0,0,0,12,72,14,72,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.07437,72
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,HC,100,4%,0.9884884364,0.4584865621,1.0112923434,-0.6692363781,0,0,0,0,12,72,0,72,((a*(b^x))*(x^c)),0.05881,72
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,PM,100,4%,0.977332786,-3.7413510010951E-007,6.07285242559869E-005,-0.0042653834,0.1802700901,0,0,0,12,72,14,72,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.04833,72
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,PM,100,4%,0.9871234377,0.4767097898,0.9788626254,-0.3004640581,0,0,0,0,12,72,0,72,((a*(b^x))*(x^c)),0.02832,72
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,FC,100,4%,0.9746347339,6.7863835486,2.6291956591,-0.0361057062,0,0,0,0,12,72,13,72,rxp((a+(b/x))+(c*ln(x))),787.20453,72
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,FC,100,4%,0.9660364743,1796.4112625933,1.0042701187,-0.2675263654,0,0,0,0,12,72,0,72,((a*(b^x))*(x^c)),777.60544,72
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,CO,0,6%,0.996093854,6.6834871632,-0.3851960288,2591.7619788261,-3.3817591049,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),1.20257,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,CO,0,6%,0.9490034827,-0.000015445,0.0020489489,-0.1175319705,6.5761788111,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),1.79857,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,NOx,0,6%,0.9731710386,-2.09495484023817E-005,0.0033403717,-0.192828897,10.2560657614,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),5.05308,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,NOx,0,6%,0.9991138452,2.5480873927,22.625672971,13.8247262037,5.5803460935,-0.0750211068,0,0,12,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),2.77770,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,HC,0,6%,0.9768532927,12.7556199048,-2.1986675649,0.2086825529,-0.1901433432,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.09018,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,HC,0,6%,0.9945234334,0.6717585993,1.0150823711,-0.9025181813,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.04369,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,PM,0,6%,0.9808602192,-3.76939886981343E-007,5.51466848917987E-005,-0.0030759734,0.1402704192,0,0,0,12,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.04385,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,PM,0,6%,0.9825527648,0.7178165012,0.9936034658,-0.6001604164,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),0.02853,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,FC,0,6%,0.9842962468,162.1033268277,0.2562830671,3779.1698576952,-0.866440986,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),587.32289,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,FC,0,6%,0.9830195679,1915.5109092259,1.008810957,-0.4372289876,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),580.90862,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,CO,50,6%,0.9897568713,-2.75739482561604E-005,0.0039627179,-0.1940587814,5.2008595989,0,0,0,12,70,14,70,(((a*(x^3))+(b*(x^2))+(c*x))+d),1.57620,70
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,CO,50,6%,0.966486145,-9.2002026148,32.6652478898,0.6429740654,0.2317469579,0.0042026547,0,0,12,69,10,69,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),2.16428,69
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,NOx,50,6%,0.9803549807,958.2659458627,-2.8604649057,16.2327698969,-0.1715649402,0,0,0,12,70,1,70,((a*(x^b))+(c*(x^d))),7.83644,70
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,NOx,50,6%,0.993384857,1106.6181050482,1.0466647316,-2.0285461276,0,0,0,0,12,69,0,69,((a*(b^x))*(x^c)),4.79216,69
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,HC,50,6%,0.982388247,-1.2517623087826E-006,0.0001749265,-0.0093139187,0.302780535,0,0,0,12,70,14,70,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.07859,70
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,HC,50,6%,0.9927869094,0.0769940013,-0.0812618962,1.8830344017,-1.5872819175,0,0,0,12,69,1,69,((a*(x^b))+(c*(x^d))),0.05685,69
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,PM,50,6%,0.976738331,-3.42114804632096E-007,0.000053213,-0.0039504911,0.1821522043,0,0,0,12,70,14,70,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.04902,70
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,PM,50,6%,0.986826716,0.4511421316,0.9761410651,-0.26919385,0,0,0,0,12,69,0,69,((a*(b^x))*(x^c)),0.02727,69
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,FC,50,6%,0.9854234356,6.613502971,3.237526165,0.0135152762,0,0,0,0,12,70,13,70,rxp((a+(b/x))+(c*ln(x))),826.47770,70
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,FC,50,6%,0.9787548343,6.4427935217,3.9662189989,0.0443432264,0,0,0,0,12,69,13,69,rxp((a+(b/x))+(c*ln(x))),802.73841,69
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,CO,100,6%,0.9687212337,2.778259898,2.7165484455,2.2840358914,0.4291517851,0.1442202136,0,0,12,54,10,54,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),2.78025,54
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,CO,100,6%,0.9786786643,1.8695006627,36.4836479032,-0.0736203012,0.4388321804,0.0321042591,0,0,12,53,10,53,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),2.92096,53
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,NOx,100,6%,0.9903238339,-5.81775301591332E-005,0.0074208523,-0.36348548,17.1776699247,0,0,0,12,54,14,54,(((a*(x^3))+(b*(x^2))+(c*x))+d),10.02779,54
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,NOx,100,6%,0.9893474314,5.5231552108,27.2491112118,-6.7583052731,-5.135497705,0.6139065176,0,0,12,53,10,53,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),5.52316,53
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,HC,100,6%,0.9892004525,-3.36178161934437E-006,0.0003883154,-0.0158409243,0.378279933,0,0,0,12,54,14,54,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.12584,54
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,HC,100,6%,0.9623883992,0.4516620296,1.0130965176,-0.6082961507,0,0,0,0,12,53,0,53,((a*(b^x))*(x^c)),0.08043,53
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,PM,100,6%,0.9814144552,-1.24054887431084E-006,0.0001605546,-0.0082516511,0.2387576067,0,0,0,12,54,14,54,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.06600,54
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,PM,100,6%,0.9884825179,0.5318941937,0.9716937252,-0.265990103,0,0,0,0,12,53,0,53,((a*(b^x))*(x^c)),0.04039,53
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V EGR,HD Euro V - 2008 Standards,FC,100,6%,0.9833439874,-0.0058379662,0.6961117029,-29.0323133046,1535.2840240253,0,0,0,12,54,14,54,(((a*(x^3))+(b*(x^2))+(c*x))+d),"1,078.13133",54
HDV,Rigid 20 - 26 t,RT >20-26t Euro-V SCR,HD Euro V - 2008 Standards,FC,100,6%,0.9752277404,6.992050847,2.0845606835,-0.0179603223,0,0,0,0,12,53,13,53,rxp((a+(b/x))+(c*ln(x))),"1,053.71201",53
HDV,Rigid 20 - 26 t,RT >20-26t Euro-VI,HD Euro VI,CO,0,0%,0.9982406998,56.5269836806,-1.4823322857,2.6796308066,-0.3723878006,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.58682,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-VI,HD Euro VI,NOx,0,0%,0.9962913893,-0.4670063358,43.4111839331,0.0397908952,0.9514212048,0.0004275821,0,0,12,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),0.15264,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-VI,HD Euro VI,HC,0,0%,0.9981801526,-0.3460474603,1.2595343133,-0.0064138221,0,0,0,0,12,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.01652,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-VI,HD Euro VI,PM,0,0%,0.988411473,23.2100795501,10.072320002,-0.0642706438,0,0,0,0,12,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.00241,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-VI,HD Euro VI,FC,0,0%,0.9863555523,3244.7441901425,1.0109023706,-0.8835292018,0,0,0,0,12,86,0,86,((a*(b^x))*(x^c)),161.05977,86
HDV,Rigid 20 - 26 t,RT >20-26t Euro-VI,HD Euro VI,CO,50,0%,0.9980739678,2.7790494731,-0.3660788917,50.0023309345,-1.4492092085,0,0,0,12,86,1,86,((a*(x^b))+(c*(x^d))),0.62276,86
